연도,조사기간,정당,지지율
2010,7월 4주차,자유선진당,3.2
2010,7월 4주차,민주노동당,5.1
2010,7월 4주차,창조한국당,1.3
2010,7월 4주차,진보신당,4.4
2010,7월 4주차,국민참여당,16.8
2010,7월 4주차,기타·무당층,NA
2010,8월 1주차,한나라당,40
2010,8월 1주차,민주당,29.2
2010,8월 1주차,자유선진당,2.5
2010,8월 1주차,민주노동당,5
2010,8월 1주차,창조한국당,1.9
2010,8월 1주차,진보신당,3.4
2010,8월 1주차,국민참여당,18
2010,8월 1주차,기타·무당층,NA
2010,8월 2주차,한나라당,39.8
2010,8월 2주차,민주당,27.1
2010,8월 2주차,자유선진당,3.5
2010,8월 2주차,민주노동당,4.9
2010,8월 2주차,창조한국당,2.3
2010,8월 2주차,진보신당,3.5
2010,8월 2주차,국민참여당,18.9
2010,8월 2주차,기타·무당층,NA
2010,8월 3주차,한나라당,38.8
2010,8월 3주차,민주당,30.6
2010,8월 3주차,자유선진당,3
2010,8월 3주차,민주노동당,4.6
2010,8월 3주차,창조한국당,1.5
2010,8월 3주차,진보신당,2.8
2010,8월 3주차,국민참여당,18.7
2010,8월 3주차,기타·무당층,NA
2010,8월 4주차,한나라당,38.5
2010,8월 4주차,민주당,30
2010,8월 4주차,자유선진당,3
2010,8월 4주차,민주노동당,4.5
2010,8월 4주차,창조한국당,1.5
2010,8월 4주차,진보신당,3.7
2010,8월 4주차,국민참여당,18.8
2010,8월 4주차,기타·무당층,NA
2010,9월 1주차,한나라당,38.6
2010,9월 1주차,민주당,28.9
2010,9월 1주차,자유선진당,2.3
2010,9월 1주차,민주노동당,4.4
2010,9월 1주차,창조한국당,1.3
2010,9월 1주차,진보신당,3.6
2010,9월 1주차,국민참여당,20.9
2010,9월 1주차,기타·무당층,NA
2010,9월 2주차,한나라당,37.1
2010,9월 2주차,민주당,28.9
2010,9월 2주차,자유선진당,2.8
2010,9월 2주차,민주노동당,5.2
2010,9월 2주차,창조한국당,2
2010,9월 2주차,진보신당,2.8
2010,9월 2주차,국민참여당,21.2
2010,9월 2주차,기타·무당층,NA
2010,9월 3주차,한나라당,NA
2010,9월 4주차,한나라당,NA
2010,10월 1주차,한나라당,39.5
2010,10월 1주차,민주당,28.8
2010,10월 1주차,자유선진당,2.9
2010,10월 1주차,민주노동당,4.5
2010,10월 1주차,창조한국당,1.7
2010,10월 1주차,진보신당,4
2010,10월 1주차,국민참여당,18.6
2010,10월 1주차,기타·무당층,NA
2010,10월 2주차,한나라당,40.1
2010,10월 2주차,민주당,28.2
2010,10월 2주차,자유선진당,2.7
2010,10월 2주차,민주노동당,3.9
2010,10월 2주차,창조한국당,1.7
2010,10월 2주차,진보신당,3
2010,10월 2주차,국민참여당,20.4
2010,10월 2주차,기타·무당층,NA
2010,10월 3주차,한나라당,39.6
2010,10월 3주차,민주당,27.4
2010,10월 3주차,자유선진당,2.8
2010,10월 3주차,민주노동당,3.7
2010,10월 3주차,창조한국당,2.1
2010,10월 3주차,진보신당,3.2
2010,10월 3주차,국민참여당,21.2
2010,10월 3주차,기타·무당층,NA
2010,10월 4주차,한나라당,40.5
2010,10월 4주차,민주당,26.9
2010,10월 4주차,자유선진당,3
2010,10월 4주차,민주노동당,3.6
2010,10월 4주차,창조한국당,1
2010,10월 4주차,진보신당,3.3
2010,10월 4주차,국민참여당,21.7
2010,10월 4주차,기타·무당층,NA
2010,11월 1주차,한나라당,41.5
2010,11월 1주차,민주당,28.3
2010,11월 1주차,자유선진당,2.3
2010,11월 1주차,민주노동당,4.8
2010,11월 1주차,창조한국당,0.5
2010,11월 1주차,진보신당,1.1
2010,11월 1주차,국민참여당,2
2010,11월 1주차,기타·무당층,19.5
2010,11월 2주차,한나라당,39.1
2010,11월 2주차,민주당,25.6
2010,11월 2주차,자유선진당,3.4
2010,11월 2주차,민주노동당,5.3
2010,11월 2주차,창조한국당,1.3
2010,11월 2주차,진보신당,3
2010,11월 2주차,국민참여당,22.3
2010,11월 2주차,기타·무당층,NA
2010,11월 3주차,한나라당,39.8
2010,11월 3주차,민주당,27.5
2010,11월 3주차,자유선진당,2.5
2010,11월 3주차,민주노동당,4.6
2010,11월 3주차,창조한국당,0.5
2010,11월 3주차,진보신당,2.4
2010,11월 3주차,국민참여당,3.7
2010,11월 3주차,기타·무당층,19
2010,11월 4주차,한나라당,38.5
2010,11월 4주차,민주당,28.1
2010,11월 4주차,자유선진당,3.1
2010,11월 4주차,민주노동당,4.1
2010,11월 4주차,창조한국당,0.5
2010,11월 4주차,진보신당,2.2
2010,11월 4주차,국민참여당,3.8
2010,11월 4주차,기타·무당층,19.7
2010,12월 1주차,한나라당,42.6
2010,12월 1주차,민주당,24.4
2010,12월 1주차,자유선진당,3
2010,12월 1주차,민주노동당,3.8
2010,12월 1주차,창조한국당,0.2
2010,12월 1주차,진보신당,1.5
2010,12월 1주차,국민참여당,3.1
2010,12월 1주차,기타·무당층,21.4
2010,12월 2주차,한나라당,38.8
2010,12월 2주차,민주당,26.3
2010,12월 2주차,자유선진당,2.7
2010,12월 2주차,민주노동당,4.7
2010,12월 2주차,창조한국당,0.5
2010,12월 2주차,진보신당,1.2
2010,12월 2주차,국민참여당,2.7
2010,12월 2주차,기타·무당층,23.2
2010,12월 3주차,한나라당,39.6
2010,12월 3주차,민주당,25.7
2010,12월 3주차,자유선진당,2.4
2010,12월 3주차,민주노동당,4.2
2010,12월 3주차,창조한국당,0.8
2010,12월 3주차,진보신당,2.1
2010,12월 3주차,국민참여당,3.2
2010,12월 3주차,기타·무당층,22
2010,12월 4주차,한나라당,40.2
2010,12월 4주차,민주당,24.5
2010,12월 4주차,자유선진당,3.4
2010,12월 4주차,민주노동당,4.3
2010,12월 4주차,창조한국당,1.4
2010,12월 4주차,진보신당,3.1
2010,12월 4주차,국민참여당,23.1
2010,12월 4주차,기타·무당층,NA
2010,12월 5주차,한나라당,40.3
2010,12월 5주차,민주당,26
2010,12월 5주차,자유선진당,2.7
2010,12월 5주차,민주노동당,4
2010,12월 5주차,창조한국당,1
2010,12월 5주차,진보신당,1.6
2010,12월 5주차,국민참여당,2.9
2010,12월 5주차,기타·무당층,21.5
2011,1월 1주차,한나라당,42.1
2011,1월 1주차,민주당,26.2
2011,1월 1주차,자유선진당,2.6
2011,1월 1주차,민주노동당,3.9
2011,1월 1주차,창조한국당,0.8
2011,1월 1주차,진보신당,1.9
2011,1월 1주차,국민참여당,3.8
2011,1월 1주차,기타·무당층,18.7
2011,1월 2주차,한나라당,39.8
2011,1월 2주차,민주당,26.6
2011,1월 2주차,자유선진당,3
2011,1월 2주차,민주노동당,4.7
2011,1월 2주차,창조한국당,0.9
2011,1월 2주차,진보신당,2
2011,1월 2주차,국민참여당,3.3
2011,1월 2주차,기타·무당층,19.8
2011,1월 3주차,한나라당,40.6
2011,1월 3주차,민주당,25.9
2011,1월 3주차,자유선진당,3.2
2011,1월 3주차,민주노동당,4.3
2011,1월 3주차,창조한국당,0.6
2011,1월 3주차,진보신당,1.9
2011,1월 3주차,국민참여당,3.2
2011,1월 3주차,기타·무당층,20.3
2011,1월 4주차,한나라당,39.8
2011,1월 4주차,민주당,26.6
2011,1월 4주차,자유선진당,2
2011,1월 4주차,민주노동당,4.2
2011,1월 4주차,창조한국당,0.7
2011,1월 4주차,진보신당,1.5
2011,1월 4주차,국민참여당,3.4
2011,1월 4주차,기타·무당층,21.8
2011,2월 1주차,한나라당,39.5
2011,2월 1주차,민주당,28.3
2011,2월 1주차,자유선진당,3.8
2011,2월 1주차,민주노동당,5.3
2011,2월 1주차,창조한국당,0.3
2011,2월 1주차,진보신당,2
2011,2월 1주차,국민참여당,3.2
2011,2월 1주차,기타·무당층,17.6
2011,2월 2주차,한나라당,39.1
2011,2월 2주차,민주당,25.7
2011,2월 2주차,자유선진당,3.5
2011,2월 2주차,민주노동당,4.5
2011,2월 2주차,창조한국당,0.8
2011,2월 2주차,진보신당,2
2011,2월 2주차,국민참여당,4.5
2011,2월 2주차,기타·무당층,19.9
2011,2월 3주차,한나라당,39
2011,2월 3주차,민주당,25.4
2011,2월 3주차,자유선진당,2.9
2011,2월 3주차,민주노동당,4.3
2011,2월 3주차,창조한국당,1
2011,2월 3주차,진보신당,1.7
2011,2월 3주차,국민참여당,3.4
2011,2월 3주차,기타·무당층,22.3
2011,2월 4주차,한나라당,38.1
2011,2월 4주차,민주당,26.9
2011,2월 4주차,자유선진당,3.5
2011,2월 4주차,민주노동당,4
2011,2월 4주차,창조한국당,1
2011,2월 4주차,진보신당,1.9
2011,2월 4주차,국민참여당,3.4
2011,2월 4주차,기타·무당층,21.2
2011,3월 1주차,한나라당,37.3
2011,3월 1주차,민주당,27.7
2011,3월 1주차,자유선진당,3.2
2011,3월 1주차,민주노동당,4.1
2011,3월 1주차,창조한국당,0.6
2011,3월 1주차,진보신당,1.8
2011,3월 1주차,국민참여당,4.8
2011,3월 1주차,기타·무당층,20.5
2011,3월 2주차,한나라당,40.2
2011,3월 2주차,민주당,25.4
2011,3월 2주차,자유선진당,2.6
2011,3월 2주차,민주노동당,4.7
2011,3월 2주차,창조한국당,1.3
2011,3월 2주차,진보신당,1.8
2011,3월 2주차,국민참여당,3.5
2011,3월 2주차,기타·무당층,20.5
2011,3월 3주차,한나라당,38.3
2011,3월 3주차,민주당,25.8
2011,3월 3주차,자유선진당,3.3
2011,3월 3주차,민주노동당,4
2011,3월 3주차,창조한국당,1
2011,3월 3주차,진보신당,1.3
2011,3월 3주차,국민참여당,4
2011,3월 3주차,기타·무당층,22.3
2011,3월 4주차,한나라당,36.6
2011,3월 4주차,민주당,26
2011,3월 4주차,자유선진당,3.7
2011,3월 4주차,민주노동당,3.5
2011,3월 4주차,창조한국당,1
2011,3월 4주차,진보신당,2
2011,3월 4주차,국민참여당,4.8
2011,3월 4주차,기타·무당층,22.4
2011,3월 5주차,한나라당,37.1
2011,3월 5주차,민주당,25.7
2011,3월 5주차,자유선진당,3.4
2011,3월 5주차,민주노동당,4.7
2011,3월 5주차,창조한국당,0.6
2011,3월 5주차,진보신당,2.2
2011,3월 5주차,국민참여당,4.7
2011,3월 5주차,기타·무당층,21.6
2011,4월 1주차,한나라당,36.1
2011,4월 1주차,민주당,28.1
2011,4월 1주차,자유선진당,2.8
2011,4월 1주차,민주노동당,3.8
2011,4월 1주차,창조한국당,1.1
2011,4월 1주차,진보신당,1.3
2011,4월 1주차,국민참여당,3.8
2011,4월 1주차,기타·무당층,23
2011,4월 2주차,한나라당,33.7
2011,4월 2주차,민주당,29.3
2011,4월 2주차,자유선진당,2.9
2011,4월 2주차,민주노동당,5.1
2011,4월 2주차,창조한국당,1.5
2011,4월 2주차,진보신당,4.6
2011,4월 2주차,국민참여당,22.9
2011,4월 2주차,기타·무당층,NA
2011,4월 3주차,한나라당,35.5
2011,4월 3주차,민주당,27.8
2011,4월 3주차,자유선진당,2.7
2011,4월 3주차,민주노동당,4.9
2011,4월 3주차,창조한국당,0.4
2011,4월 3주차,진보신당,1.1
2011,4월 3주차,국민참여당,5.3
2011,4월 3주차,기타·무당층,22.3
2011,4월 4주차,한나라당,35
2011,4월 4주차,민주당,30.4
2011,4월 4주차,자유선진당,2.9
2011,4월 4주차,민주노동당,4.8
2011,4월 4주차,창조한국당,1.3
2011,4월 4주차,진보신당,4
2011,4월 4주차,국민참여당,21.6
2011,4월 4주차,기타·무당층,NA
2011,5월 1주차,한나라당,31.2
2011,5월 1주차,민주당,34.5
2011,5월 1주차,자유선진당,2.4
2011,5월 1주차,민주노동당,4.3
2011,5월 1주차,창조한국당,1.3
2011,5월 1주차,진보신당,4.5
2011,5월 1주차,국민참여당,21.8
2011,5월 1주차,기타·무당층,NA
2011,5월 2주차,한나라당,31.4
2011,5월 2주차,민주당,31.8
2011,5월 2주차,자유선진당,2.5
2011,5월 2주차,민주노동당,4.9
2011,5월 2주차,창조한국당,1.3
2011,5월 2주차,진보신당,4.1
2011,5월 2주차,국민참여당,24
2011,5월 2주차,기타·무당층,NA
2011,5월 3주차,한나라당,32.2
2011,5월 3주차,민주당,32.3
2011,5월 3주차,자유선진당,2.5
2011,5월 3주차,민주노동당,5.2
2011,5월 3주차,창조한국당,1.3
2011,5월 3주차,진보신당,3.7
2011,5월 3주차,국민참여당,22.8
2011,5월 3주차,기타·무당층,NA
2011,5월 4주차,한나라당,30.2
2011,5월 4주차,민주당,33.4
2011,5월 4주차,자유선진당,2.8
2011,5월 4주차,민주노동당,5.1
2011,5월 4주차,창조한국당,1.7
2011,5월 4주차,진보신당,4.2
2011,5월 4주차,국민참여당,22.6
2011,5월 4주차,기타·무당층,NA
2011,6월 1주차,한나라당,31.8
2011,6월 1주차,민주당,32.5
2011,6월 1주차,자유선진당,3.2
2011,6월 1주차,민주노동당,4.8
2011,6월 1주차,창조한국당,1
2011,6월 1주차,진보신당,3.5
2011,6월 1주차,국민참여당,23.2
2011,6월 1주차,기타·무당층,NA
2011,6월 2주차,한나라당,31.9
2011,6월 2주차,민주당,31.7
2011,6월 2주차,자유선진당,2.9
2011,6월 2주차,민주노동당,4.1
2011,6월 2주차,창조한국당,1.7
2011,6월 2주차,진보신당,3.5
2011,6월 2주차,국민참여당,24.2
2011,6월 2주차,기타·무당층,NA
2011,6월 3주차,한나라당,32.5
2011,6월 3주차,민주당,31.8
2011,6월 3주차,자유선진당,2.6
2011,6월 3주차,민주노동당,4.6
2011,6월 3주차,창조한국당,1.3
2011,6월 3주차,진보신당,3.8
2011,6월 3주차,국민참여당,23.4
2011,6월 3주차,기타·무당층,NA
2011,6월 4주차,한나라당,32.6
2011,6월 4주차,민주당,29.9
2011,6월 4주차,자유선진당,3
2011,6월 4주차,민주노동당,5.6
2011,6월 4주차,창조한국당,1.6
2011,6월 4주차,진보신당,3.1
2011,6월 4주차,국민참여당,24.2
2011,6월 4주차,기타·무당층,NA
2011,6월 5주차,한나라당,31.9
2011,6월 5주차,민주당,32.2
2011,6월 5주차,자유선진당,2.5
2011,6월 5주차,민주노동당,3.8
2011,6월 5주차,창조한국당,1.3
2011,6월 5주차,진보신당,3.1
2011,6월 5주차,국민참여당,25.2
2011,6월 5주차,기타·무당층,NA
2011,7월 1주차,한나라당,34.3
2011,7월 1주차,민주당,29.6
2011,7월 1주차,자유선진당,2.2
2011,7월 1주차,민주노동당,5.2
2011,7월 1주차,창조한국당,1.9
2011,7월 1주차,진보신당,2.5
2011,7월 1주차,국민참여당,24.3
2011,7월 1주차,기타·무당층,NA
2011,7월 2주차,한나라당,33.9
2011,7월 2주차,민주당,31.2
2011,7월 2주차,자유선진당,1.8
2011,7월 2주차,민주노동당,4.8
2011,7월 2주차,창조한국당,1.8
2011,7월 2주차,진보신당,2.4
2011,7월 2주차,국민참여당,24.1
2011,7월 2주차,기타·무당층,NA
2011,7월 3주차,한나라당,34.5
2011,7월 3주차,민주당,32
2011,7월 3주차,자유선진당,2.2
2011,7월 3주차,민주노동당,4.2
2011,7월 3주차,창조한국당,1.2
2011,7월 3주차,진보신당,3.3
2011,7월 3주차,국민참여당,22.6
2011,7월 3주차,기타·무당층,NA
2011,7월 4주차,한나라당,36.1
2011,7월 4주차,민주당,28.9
2011,7월 4주차,자유선진당,2
2011,7월 4주차,민주노동당,4.4
2011,7월 4주차,창조한국당,2.1
2011,7월 4주차,진보신당,3.5
2011,7월 4주차,국민참여당,23
2011,7월 4주차,기타·무당층,NA
2011,8월 1주차,한나라당,32.5
2011,8월 1주차,민주당,31.6
2011,8월 1주차,자유선진당,2
2011,8월 1주차,민주노동당,4.4
2011,8월 1주차,창조한국당,2
2011,8월 1주차,진보신당,2.1
2011,8월 1주차,국민참여당,25.4
2011,8월 1주차,기타·무당층,NA
2011,8월 2주차,한나라당,35.1
2011,8월 2주차,민주당,29.6
2011,8월 2주차,자유선진당,1.9
2011,8월 2주차,민주노동당,4.4
2011,8월 2주차,창조한국당,1.1
2011,8월 2주차,진보신당,3
2011,8월 2주차,국민참여당,24.9
2011,8월 2주차,기타·무당층,NA
2011,8월 3주차,한나라당,36.9
2011,8월 3주차,민주당,28.6
2011,8월 3주차,자유선진당,1.6
2011,8월 3주차,민주노동당,4.8
2011,8월 3주차,창조한국당,0.9
2011,8월 3주차,진보신당,2.5
2011,8월 3주차,국민참여당,24.7
2011,8월 3주차,기타·무당층,NA
2011,8월 4주차,한나라당,35.9
2011,8월 4주차,민주당,29
2011,8월 4주차,자유선진당,1.9
2011,8월 4주차,민주노동당,3.7
2011,8월 4주차,창조한국당,1.1
2011,8월 4주차,진보신당,3.1
2011,8월 4주차,국민참여당,25.3
2011,8월 4주차,기타·무당층,NA
2011,8월 5주차,한나라당,36
2011,8월 5주차,민주당,28
2011,8월 5주차,자유선진당,1.8
2011,8월 5주차,민주노동당,3.2
2011,8월 5주차,창조한국당,1.8
2011,8월 5주차,진보신당,2.6
2011,8월 5주차,국민참여당,26.6
2011,8월 5주차,기타·무당층,NA
2011,9월 1주차,한나라당,31.8
2011,9월 1주차,민주당,24.5
2011,9월 1주차,자유선진당,2
2011,9월 1주차,민주노동당,3.3
2011,9월 1주차,창조한국당,1.7
2011,9월 1주차,진보신당,2.6
2011,9월 1주차,국민참여당,34.1
2011,9월 1주차,기타·무당층,NA
2011,9월 2주차,한나라당,33.9
2011,9월 2주차,민주당,23.9
2011,9월 2주차,자유선진당,1.6
2011,9월 2주차,민주노동당,4.2
2011,9월 2주차,창조한국당,2.1
2011,9월 2주차,진보신당,1.5
2011,9월 2주차,국민참여당,32.8
2011,9월 2주차,기타·무당층,NA
2011,9월 3주차,한나라당,31.9
2011,9월 3주차,민주당,26.1
2011,9월 3주차,자유선진당,2
2011,9월 3주차,민주노동당,3
2011,9월 3주차,창조한국당,1
2011,9월 3주차,진보신당,2.3
2011,9월 3주차,국민참여당,33.7
2011,9월 3주차,기타·무당층,NA
2011,9월 4주차,한나라당,32.7
2011,9월 4주차,민주당,29.6
2011,9월 4주차,자유선진당,1.5
2011,9월 4주차,민주노동당,3.6
2011,9월 4주차,창조한국당,1.2
2011,9월 4주차,진보신당,3.2
2011,9월 4주차,국민참여당,28.2
2011,9월 4주차,기타·무당층,NA
2011,10월 1주차,한나라당,33.5
2011,10월 1주차,민주당,29.2
2011,10월 1주차,자유선진당,3.1
2011,10월 1주차,민주노동당,2.6
2011,10월 1주차,창조한국당,1.4
2011,10월 1주차,진보신당,1.7
2011,10월 1주차,국민참여당,28.5
2011,10월 1주차,기타·무당층,NA
2011,10월 2주차,한나라당,33.1
2011,10월 2주차,민주당,26.9
2011,10월 2주차,자유선진당,2.2
2011,10월 2주차,민주노동당,3.2
2011,10월 2주차,창조한국당,0.9
2011,10월 2주차,진보신당,2.3
2011,10월 2주차,국민참여당,31.4
2011,10월 2주차,기타·무당층,NA
2011,10월 3주차,한나라당,34.6
2011,10월 3주차,민주당,28.5
2011,10월 3주차,자유선진당,2.1
2011,10월 3주차,민주노동당,2.8
2011,10월 3주차,창조한국당,1
2011,10월 3주차,진보신당,2.4
2011,10월 3주차,국민참여당,28.6
2011,10월 3주차,기타·무당층,NA
2011,10월 4주차,한나라당,33.2
2011,10월 4주차,민주당,29.4
2011,10월 4주차,자유선진당,1.1
2011,10월 4주차,민주노동당,3.7
2011,10월 4주차,창조한국당,1.2
2011,10월 4주차,진보신당,2.3
2011,10월 4주차,국민참여당,29.1
2011,10월 4주차,기타·무당층,NA
2011,11월 1주차,한나라당,30
2011,11월 1주차,민주당,26.3
2011,11월 1주차,자유선진당,1.6
2011,11월 1주차,민주노동당,3.1
2011,11월 1주차,창조한국당,1
2011,11월 1주차,진보신당,2.7
2011,11월 1주차,국민참여당,35.3
2011,11월 1주차,기타·무당층,NA
2011,11월 2주차,한나라당,30.5
2011,11월 2주차,민주당,25.5
2011,11월 2주차,자유선진당,1.5
2011,11월 2주차,민주노동당,4.2
2011,11월 2주차,창조한국당,1.1
2011,11월 2주차,진보신당,2.9
2011,11월 2주차,국민참여당,34.3
2011,11월 2주차,기타·무당층,NA
2011,11월 3주차,한나라당,29.9
2011,11월 3주차,민주당,25.7
2011,11월 3주차,자유선진당,1.5
2011,11월 3주차,민주노동당,4.8
2011,11월 3주차,창조한국당,0.6
2011,11월 3주차,진보신당,1.8
2011,11월 3주차,국민참여당,2.6
2011,11월 3주차,기타·무당층,33.1
2011,11월 4주차,한나라당,31.2
2011,11월 4주차,민주당,23.9
2011,11월 4주차,자유선진당,1.8
2011,11월 4주차,민주노동당,5.1
2011,11월 4주차,창조한국당,1.3
2011,11월 4주차,진보신당,3
2011,11월 4주차,국민참여당,33.7
2011,11월 4주차,기타·무당층,NA
2011,12월 1주차,한나라당,28.7
2011,12월 1주차,민주당,26.1
2011,12월 1주차,자유선진당,1.5
2011,12월 1주차,민주노동당,4.8
2011,12월 1주차,창조한국당,2.1
2011,12월 1주차,진보신당,2.1
2011,12월 1주차,국민참여당,34.7
2011,12월 1주차,기타·무당층,NA
2011,12월 2주차,한나라당,28.7
2011,12월 2주차,민주당,23.5
2011,12월 2주차,자유선진당,2.1
2011,12월 2주차,통합진보당,10.3
2011,12월 2주차,진보신당,1
2011,12월 2주차,기타·무당층,34.4
2011,12월 3주차,한나라당,29.9
2011,12월 3주차,민주당,22.2
2011,12월 3주차,자유선진당,1.6
2011,12월 3주차,통합진보당,10.2
2011,12월 3주차,진보신당,1.3
2011,12월 3주차,기타·무당층,34.8
2011,12월 4주차,한나라당,31.2
2011,12월 4주차,민주통합당,30.9
2011,12월 4주차,자유선진당,2.2
2011,12월 4주차,통합진보당,6.1
2011,12월 4주차,진보신당,1.3
2011,12월 4주차,기타·무당층,28.3
2011,12월 5주차,한나라당,30.5
2011,12월 5주차,민주통합당,30.6
2011,12월 5주차,자유선진당,1.9
2011,12월 5주차,통합진보당,3.4
2011,12월 5주차,진보신당,1.5
2011,12월 5주차,기타·무당층,32.1
2012,1월 1주차,한나라당,30.6
2012,1월 1주차,민주통합당,33
2012,1월 1주차,자유선진당,2.2
2012,1월 1주차,통합진보당,4.5
2012,1월 1주차,기타·무당층,29.6
2012,1월 2주차,한나라당,29.5
2012,1월 2주차,민주통합당,34.7
2012,1월 2주차,자유선진당,2.4
2012,1월 2주차,통합진보당,3.2
2012,1월 2주차,기타·무당층,30.2
2012,1월 3주차,한나라당,29.1
2012,1월 3주차,민주통합당,39.7
2012,1월 3주차,자유선진당,1.9
2012,1월 3주차,통합진보당,3.6
2012,1월 3주차,기타·무당층,25.8
2012,1월 4주차,한나라당,30.3
2012,1월 4주차,민주통합당,37.1
2012,1월 4주차,자유선진당,2
2012,1월 4주차,통합진보당,4
2012,1월 4주차,기타·무당층,26.6
2012,2월 1주차,한나라당,32.9
2012,2월 1주차,민주통합당,36.9
2012,2월 1주차,자유선진당,1.5
2012,2월 1주차,통합진보당,3.9
2012,2월 1주차,기타·무당층,24.8
2012,2월 2주차,한나라당,33.9
2012,2월 2주차,민주통합당,35.8
2012,2월 2주차,자유선진당,2.4
2012,2월 2주차,통합진보당,4.2
2012,2월 2주차,기타·무당층,23.7
2012,2월 3주차,새누리당,32.6
2012,2월 3주차,민주통합당,37.8
2012,2월 3주차,자유선진당,1.9
2012,2월 3주차,통합진보당,4.9
2012,2월 3주차,기타·무당층,22.8
2012,2월 4주차,새누리당,36.5
2012,2월 4주차,민주통합당,37.5
2012,2월 4주차,자유선진당,1.9
2012,2월 4주차,통합진보당,4.7
2012,2월 4주차,기타·무당층,19.4
2012,2월 5주차,새누리당,36.3
2012,2월 5주차,민주통합당,36.3
2012,2월 5주차,자유선진당,1.7
2012,2월 5주차,통합진보당,6.1
2012,2월 5주차,기타·무당층,19.6
2012,3월 1주차,새누리당,40.3
2012,3월 1주차,민주통합당,32.7
2012,3월 1주차,자유선진당,2.3
2012,3월 1주차,통합진보당,4.8
2012,3월 1주차,기타·무당층,19.9
2012,3월 2주차,새누리당,39.4
2012,3월 2주차,민주통합당,33.7
2012,3월 2주차,자유선진당,2.3
2012,3월 2주차,통합진보당,5.7
2012,3월 2주차,기타·무당층,18.9
2012,3월 3주차,새누리당,37.4
2012,3월 3주차,민주통합당,33.3
2012,3월 3주차,자유선진당,2.1
2012,3월 3주차,통합진보당,7.5
2012,3월 3주차,기타·무당층,19.7
2012,3월 4주차,새누리당,39.8
2012,3월 4주차,민주통합당,30.5
2012,3월 4주차,자유선진당,2.3
2012,3월 4주차,통합진보당,8.1
2012,3월 4주차,기타·무당층,19.3
2012,4월 2주차,새누리당,43.6
2012,4월 2주차,민주통합당,33.8
2012,4월 2주차,자유선진당,2.8
2012,4월 2주차,통합진보당,8.7
2012,4월 2주차,기타·무당층,11.1
2012,4월 3주차,새누리당,43.9
2012,4월 3주차,민주통합당,33.4
2012,4월 3주차,자유선진당,1.7
2012,4월 3주차,통합진보당,9.5
2012,4월 3주차,기타·무당층,11.5
2012,4월 4주차,새누리당,43.6
2012,4월 4주차,민주통합당,33.8
2012,4월 4주차,자유선진당,1.7
2012,4월 4주차,통합진보당,8
2012,4월 4주차,기타·무당층,12.9
2012,5월 1주차,새누리당,43.5
2012,5월 1주차,민주통합당,32.4
2012,5월 1주차,자유선진당,2.1
2012,5월 1주차,통합진보당,7
2012,5월 1주차,기타·무당층,15
2012,5월 2주차,새누리당,44.1
2012,5월 2주차,민주통합당,32.1
2012,5월 2주차,자유선진당,1.1
2012,5월 2주차,통합진보당,5.7
2012,5월 2주차,기타·무당층,17
2012,5월 3주차,새누리당,45.5
2012,5월 3주차,민주통합당,30.8
2012,5월 3주차,자유선진당,1.6
2012,5월 3주차,통합진보당,4.9
2012,5월 3주차,기타·무당층,17.2
2012,5월 4주차,새누리당,43.4
2012,5월 4주차,민주통합당,33.4
2012,5월 4주차,자유선진당,2.1
2012,5월 4주차,통합진보당,4.3
2012,5월 4주차,기타·무당층,16.8
2012,5월 5주차,새누리당,45
2012,5월 5주차,민주통합당,32.5
2012,5월 5주차,통합진보당,4.8
2012,5월 5주차,선진통일당,0.8
2012,5월 5주차,기타·무당층,16.9
2012,6월 1주차,새누리당,45
2012,6월 1주차,민주통합당,32.9
2012,6월 1주차,통합진보당,3.9
2012,6월 1주차,선진통일당,0.4
2012,6월 1주차,기타·무당층,17.7
2012,6월 2주차,새누리당,45.4
2012,6월 2주차,민주통합당,29.6
2012,6월 2주차,통합진보당,4.3
2012,6월 2주차,선진통일당,0.9
2012,6월 2주차,기타·무당층,19.8
2012,6월 3주차,새누리당,44.7
2012,6월 3주차,민주통합당,31.1
2012,6월 3주차,통합진보당,3.6
2012,6월 3주차,선진통일당,0.9
2012,6월 3주차,기타·무당층,19.7
2012,6월 4주차,새누리당,44.5
2012,6월 4주차,민주통합당,32.9
2012,6월 4주차,통합진보당,4
2012,6월 4주차,선진통일당,0.6
2012,6월 4주차,기타·무당층,18
2012,7월 1주차,새누리당,43.8
2012,7월 1주차,민주통합당,32.4
2012,7월 1주차,통합진보당,3.7
2012,7월 1주차,선진통일당,20.1
2012,7월 1주차,기타·무당층,NA
2012,7월 2주차,새누리당,42.7
2012,7월 2주차,민주통합당,32.2
2012,7월 2주차,통합진보당,3.2
2012,7월 2주차,선진통일당,21.9
2012,7월 2주차,기타·무당층,NA
2012,7월 3주차,새누리당,43.6
2012,7월 3주차,민주통합당,33.4
2012,7월 3주차,통합진보당,3.7
2012,7월 3주차,선진통일당,0.7
2012,7월 3주차,기타·무당층,18.6
2012,7월 4주차,새누리당,41
2012,7월 4주차,민주통합당,29.1
2012,7월 4주차,통합진보당,4.3
2012,7월 4주차,선진통일당,0.6
2012,7월 4주차,기타·무당층,25
2012,8월 1주차,새누리당,43.2
2012,8월 1주차,민주통합당,30.3
2012,8월 1주차,통합진보당,2.8
2012,8월 1주차,선진통일당,0.4
2012,8월 1주차,기타·무당층,23.3
2012,8월 3주차,새누리당,40.6
